FileTransfer,GazeboRead,ReadFile,GazeboPublish,E2E latency,StepRuntime
14406.25001000,826.000,.002,992.000,1818.002,1837.000
14406.25001000,819.000,.002,1020.000,1839.002,1855.000
14406.25001000,833.000,.003,999.000,1832.003,1852.000
14406.25001000,819.000,.001,954.000,1773.001,1791.000
14406.25001000,843.000,.003,964.000,1807.003,1826.000
14406.25001000,826.000,.002,938.000,1764.002,1781.000
14406.25001000,850.000,.003,945.000,1795.003,1815.000
14406.25001000,869.000,.002,1055.000,1924.002,1940.000
14406.25001000,833.000,.003,998.000,1831.003,1851.000
14406.25001000,817.000,.002,986.000,1803.002,1820.000
14406.25001000,817.000,.002,951.000,1768.002,1785.000
14406.25001000,864.000,.002,956.000,1820.002,1837.000
14406.25001000,826.000,.002,959.000,1785.002,1803.000
14406.25001000,827.000,.003,997.000,1824.003,1842.000
14406.25001000,816.000,.002,1000.000,1816.002,1833.000
14406.25001000,826.000,.002,979.000,1805.002,1825.000
14406.25001000,822.000,.003,959.000,1781.003,1799.000
14406.25001000,809.000,.002,1.000,810.002,827.000
14406.25001000,837.000,.002,1023.000,1860.002,1877.000
14406.25001000,842.000,.002,975.000,1817.002,1838.000
14406.25001000,820.000,.001,1020.000,1840.001,1856.000
14406.25001000,813.000,.002,973.000,1786.002,1805.000
14406.25001000,832.000,.003,996.000,1828.003,1845.000
14406.25001000,846.000,.003,934.000,1780.003,1797.000
14406.25001000,821.000,.002,958.000,1779.002,1798.000
14406.25001000,830.000,.002,947.000,1777.002,1794.000
14406.25001000,812.000,.002,1021.000,1833.002,1851.000
14406.25001000,831.000,.002,1012.000,1843.002,1860.000
14406.25001000,812.000,.002,1019.000,1831.002,1848.000
14406.25001000,842.000,.002,1.000,843.002,860.000
14406.25001000,833.000,.003,978.000,1811.003,1829.000
14406.25001000,819.000,.002,971.000,1790.002,1807.000
14406.25001000,819.000,.002,963.000,1782.002,1800.000
14406.25001000,805.000,.003,941.000,1746.003,1766.000
14406.25001000,833.000,.002,978.000,1811.002,1830.000
14406.25001000,824.000,.002,956.000,1780.002,1796.000
14406.25001000,814.000,.002,968.000,1782.002,1799.000
14406.25001000,826.000,.002,1001.000,1827.002,1845.000
14406.25001000,825.000,.003,1016.000,1841.003,1860.000
14406.25001000,835.000,.003,1001.000,1836.003,1852.000
14406.25001000,834.000,.002,994.000,1828.002,1846.000
14406.25001000,844.000,.003,1009.000,1853.003,1872.000
14406.25001000,833.000,.002,943.000,1776.002,1793.000
14406.25001000,831.000,.003,981.000,1812.003,1829.000
14406.25001000,806.000,.002,970.000,1776.002,1792.000
14406.25001000,822.000,.002,967.000,1789.002,1805.000
14406.25001000,822.000,.003,967.000,1789.003,1807.000
14406.25001000,816.000,.003,959.000,1775.003,1794.000
14406.25001000,833.000,.002,1024.000,1857.002,1875.000
14406.25001000,839.000,.002,1019.000,1858.002,1876.000
14406.25001000,839.000,.003,960.000,1799.003,1817.000
14406.25001000,836.000,.003,955.000,1791.003,1809.000
