FileTransfer,GazeboRead,ReadFile,GazeboPublish,E2E_Latency,StepRuntime
301.282243000,798.000,.002,986.000,1784.002,1801.000
301.282243000,789.000,.003,962.000,1751.003,1770.000
301.282243000,793.000,.003,914.000,1707.003,1725.000
301.282243000,790.000,.002,2.000,792.002,809.000
301.282243000,801.000,.002,910.000,1711.002,1729.000
301.282243000,785.000,.002,907.000,1692.002,1709.000
301.282243000,760.000,.003,905.000,1665.003,1684.000
301.282243000,762.000,.002,984.000,1746.002,1763.000
301.282243000,786.000,.003,947.000,1733.003,1755.000
301.282243000,798.000,.002,1021.000,1819.002,1837.000
301.282243000,792.000,.002,943.000,1735.002,1753.000
301.282243000,775.000,.003,892.000,1667.003,1684.000
301.282243000,783.000,.003,911.000,1694.003,1714.000
301.282243000,779.000,.003,913.000,1692.003,1712.000
301.282243000,791.000,.003,1025.000,1816.003,1833.000
301.282243000,776.000,.002,948.000,1724.002,1743.000
301.282243000,794.000,.002,940.000,1734.002,1751.000
301.282243000,783.000,.004,962.000,1745.004,1765.000
301.282243000,785.000,.003,1027.000,1812.003,1831.000
301.282243000,803.000,.002,982.000,1785.002,1804.000
301.282243000,763.000,.003,952.000,1715.003,1734.000
301.282243000,790.000,.003,919.000,1709.003,1728.000
301.282243000,788.000,.002,964.000,1752.002,1769.000
301.282243000,791.000,.002,916.000,1707.002,1724.000
301.282243000,792.000,.002,1019.000,1811.002,1831.000
301.282243000,790.000,.004,992.000,1782.004,1802.000
