GazeboRead,ReadFile,GazeboPublish,SumLatency,StepRuntime
822.000,.002,999.000,1821.002,1840.000
841.000,.005,935.000,1776.005,1797.000
812.000,.002,2.000,814.002,833.000
808.000,.002,933.000,1741.002,1759.000
824.000,.002,951.000,1775.002,1796.000
824.000,.002,1016.000,1840.002,1857.000
808.000,.001,977.000,1785.001,1801.000
855.000,.003,1021.000,1876.003,1898.000
818.000,.003,1007.000,1825.003,1845.000
816.000,.002,984.000,1800.002,1819.000
821.000,.001,958.000,1779.001,1796.000
809.000,.004,947.000,1756.004,1777.000
829.000,.002,1007.000,1836.002,1855.000
824.000,.002,924.000,1748.002,1766.000
839.000,.003,1009.000,1848.003,1867.000
818.000,.002,990.000,1808.002,1827.000
815.000,.003,942.000,1757.003,1776.000
818.000,.002,982.000,1800.002,1818.000
828.000,.003,937.000,1765.003,1783.000
814.000,.002,989.000,1803.002,1822.000
809.000,.002,1004.000,1813.002,1832.000
822.000,.002,1053.000,1875.002,1895.000
833.000,.002,1013.000,1846.002,1865.000
832.000,.002,989.000,1821.002,1838.000
864.000,.002,1007.000,1871.002,1890.000
831.000,.003,994.000,1825.003,1842.000
803.000,.002,988.000,1791.002,1809.000
826.000,.002,1008.000,1834.002,1851.000
820.000,.002,993.000,1813.002,1834.000
800.000,.002,991.000,1791.002,1810.000
828.000,.002,1005.000,1833.002,1852.000
823.000,.002,1055.000,1878.002,1896.000
823.000,.002,998.000,1821.002,1839.000
821.000,.005,1017.000,1838.005,1858.000
809.000,.001,971.000,1780.001,1798.000
826.000,.002,965.000,1791.002,1809.000
823.000,.003,995.000,1818.003,1835.000
821.000,.003,1009.000,1830.003,1850.000
816.000,.002,916.000,1732.002,1749.000
807.000,.002,980.000,1787.002,1806.000
804.000,.002,990.000,1794.002,1811.000
826.000,.003,941.000,1767.003,1787.000
813.000,.003,1021.000,1834.003,1853.000
826.000,.002,996.000,1822.002,1841.000
810.000,.003,1026.000,1836.003,1853.000
819.000,.003,999.000,1818.003,1843.000
817.000,.004,1009.000,1826.004,1846.000
826.000,.002,1.000,827.002,848.000
820.000,.003,1016.000,1836.003,1853.000
820.000,.003,1004.000,1824.003,1844.000
812.000,.002,956.000,1768.002,1787.000
804.000,.002,995.000,1799.002,1820.000
830.000,.003,935.000,1765.003,1784.000
809.000,.005,1020.000,1829.005,1850.000
834.000,.003,988.000,1822.003,1839.000
817.000,.002,1027.000,1844.002,1862.000
813.000,.003,936.000,1749.003,1767.000
827.000,.002,943.000,1770.002,1788.000
803.000,.002,1017.000,1820.002,1841.000
813.000,.002,1.000,814.002,833.000
810.000,.003,990.000,1800.003,1820.000
811.000,.002,1015.000,1826.002,1846.000
836.000,.002,986.000,1822.002,1839.000
820.000,.002,1016.000,1836.002,1854.000
810.000,.002,1075.000,1885.002,1904.000
817.000,.002,997.000,1814.002,1833.000
835.000,.003,1007.000,1842.003,1861.000
808.000,.002,965.000,1773.002,1792.000
823.000,.002,930.000,1753.002,1772.000
826.000,.002,928.000,1754.002,1773.000
827.000,.003,972.000,1799.003,1819.000
823.000,.003,957.000,1780.003,1798.000
820.000,.003,934.000,1754.003,1772.000
820.000,.003,974.000,1794.003,1814.000
815.000,.003,1008.000,1823.003,1842.000
815.000,.003,1005.000,1820.003,1839.000
851.000,.003,943.000,1794.003,1814.000
804.000,.004,991.000,1795.004,1815.000
805.000,.001,951.000,1756.001,1774.000
833.000,.003,944.000,1777.003,1797.000
817.000,.003,1017.000,1834.003,1854.000
822.000,.004,987.000,1809.004,1831.000
