GazeboRead,ReadFile,GazeboPublish,SumLatency,StepRuntime
822.000,.002,1001.000,1823.002,1841.000
809.000,.003,988.000,1797.003,1815.000
818.000,.003,962.000,1780.003,1798.000
807.000,.002,1016.000,1823.002,1840.000
812.000,.003,966.000,1778.003,1801.000
827.000,.002,954.000,1781.002,1798.000
820.000,.002,963.000,1783.002,1803.000
824.000,.004,1005.000,1829.004,1851.000
845.000,.002,927.000,1772.002,1790.000
821.000,.002,1017.000,1838.002,1858.000
818.000,.002,929.000,1747.002,1765.000
828.000,.002,978.000,1806.002,1824.000
814.000,.002,940.000,1754.002,1775.000
829.000,.002,947.000,1776.002,1794.000
821.000,.002,938.000,1759.002,1778.000
847.000,.003,979.000,1826.003,1846.000
813.000,.003,1008.000,1821.003,1840.000
800.000,.003,994.000,1794.003,1812.000
832.000,.003,949.000,1781.003,1802.000
839.000,.002,937.000,1776.002,1796.000
814.000,.002,989.000,1803.002,1820.000
794.000,.003,1018.000,1812.003,1833.000
827.000,.003,1015.000,1842.003,1859.000
823.000,.003,941.000,1764.003,1782.000
837.000,.003,942.000,1779.003,1796.000
801.000,.002,1009.000,1810.002,1829.000
826.000,.003,1017.000,1843.003,1863.000
810.000,.004,1026.000,1836.004,1859.000
828.000,.002,999.000,1827.002,1846.000
819.000,.002,964.000,1783.002,1800.000
831.000,.003,999.000,1830.003,1849.000
828.000,.003,1009.000,1837.003,1856.000
825.000,.004,939.000,1764.004,1784.000
819.000,.002,958.000,1777.002,1797.000
830.000,.002,1011.000,1841.002,1858.000
808.000,.002,1077.000,1885.002,1903.000
850.000,.003,999.000,1849.003,1868.000
820.000,.002,935.000,1755.002,1774.000
814.000,.003,1010.000,1824.003,1847.000
817.000,.002,971.000,1788.002,1806.000
826.000,.002,1.000,827.002,847.000
821.000,.002,1007.000,1828.002,1844.000
827.000,.002,992.000,1819.002,1838.000
817.000,.003,1025.000,1842.003,1860.000
845.000,.002,985.000,1830.002,1849.000
825.000,.002,1000.000,1825.002,1844.000
822.000,.002,958.000,1780.002,1797.000
829.000,.002,948.000,1777.002,1796.000
822.000,.003,1008.000,1830.003,1849.000
828.000,.003,1017.000,1845.003,1864.000
809.000,.002,965.000,1774.002,1793.000
818.000,.004,997.000,1815.004,1836.000
818.000,.002,1.000,819.002,840.000
810.000,.003,951.000,1761.003,1779.000
818.000,.003,940.000,1758.003,1777.000
831.000,.005,942.000,1773.005,1795.000
817.000,.002,996.000,1813.002,1833.000
817.000,.002,944.000,1761.002,1779.000
832.000,.002,947.000,1779.002,1796.000
842.000,.003,960.000,1802.003,1823.000
813.000,.003,960.000,1773.003,1794.000
832.000,.003,974.000,1806.003,1827.000
819.000,.002,1069.000,1888.002,1908.000
829.000,.003,996.000,1825.003,1845.000
834.000,.002,950.000,1784.002,1803.000
835.000,.002,952.000,1787.002,1806.000
832.000,.003,979.000,1811.003,1833.000
815.000,.002,970.000,1785.002,1803.000
835.000,.004,985.000,1820.004,1841.000
820.000,.003,1011.000,1831.003,1851.000
825.000,.003,997.000,1822.003,1844.000
823.000,.002,951.000,1774.002,1794.000
833.000,.002,940.000,1773.002,1794.000
827.000,.002,1023.000,1850.002,1869.000
823.000,.002,1003.000,1826.002,1845.000
